Coverage,EmploymentStatus,Income,Marital.Status,Monthly.Premium.Auto,Number.of.Open.Complaints,Number.of.Policies,Renew.Offer.Type,Vehicle.Class,Customer.Lifetime.Value
Extended,Employed,36084,Divorced,99,1,7,Offer1,Two-Door Car,7627
Basic,Employed,89270,Single,74,0,1,Offer2,Four-Door Car,2946
Extended,Unemployed,0,Married,93,1,5,Offer1,Four-Door Car,6832
Extended,Employed,26318,Married,94,0,1,Offer4,Four-Door Car,3781
Basic,Unemployed,0,Married,107,0,1,Offer4,Sports Car,4064
Premium,Employed,60880,Married,119,1,2,Offer1,Two-Door Car,14316
Basic,Employed,58161,Divorced,68,0,9,Offer3,Four-Door Car,5443
Extended,Employed,66371,Married,104.312882,4,8,Offer4,SUV,10018
Extended,Unemployed,0,Single,80,1,1,Offer1,Two-Door Car,2840
Basic,Employed,99144,Married,61,0,1,Offer2,Four-Door Car,2463
Basic,Disabled,11689,Divorced,84.59670009,3,1,Offer3,SUV,4170
Basic,Employed,54193,Married,117,0,2,Offer3,SUV,14019
Basic,Employed,25714,Married,67,0,5,Offer2,Two-Door Car,5319
Premium,Unemployed,0,Married,92,0,1,Offer4,Four-Door Car,3420
Basic,Employed,21331,Single,107,0,2,Offer3,SUV,12375
Basic,Unemployed,0,Divorced,62,1,1,Offer1,Four-Door Car,2254
Basic,Employed,57135,Divorced,61,0,8,Offer2,Four-Door Car,4762
Basic,Unemployed,0,Single,65,0,2,Offer2,Four-Door Car,7193
Basic,Medical Leave,13393,Married,73,0,1,Offer2,Four-Door Car,2869
Extended,Employed,84863,Married,138,0,1,Offer1,SUV,5568
Extended,Employed,48887,Divorced,95,0,1,Offer2,Four-Door Car,3788
Basic,Employed,58317,Married,73,0,2,Offer4,Four-Door Car,20477
Basic,Employed,59124,Married,70,2,1,Offer4,Four-Door Car,2777
Extended,Employed,30786,Single,90,0,2,Offer2,Four-Door Car,10442
Basic,Employed,66216,Single,103,0,2,Offer2,Sports Car,36860
Premium,Employed,41167,Divorced,118,0,1,Offer1,Four-Door Car,4617
Extended,Employed,62473,Divorced,76,0,2,Offer1,Four-Door Car,15000
Basic,Employed,50941,Single,69,0,2,Offer4,Four-Door Car,10551
Basic,Unemployed,0,Married,61,0,2,Offer3,Four-Door Car,6950
Basic,Employed,85245,Married,115,0,1,Offer2,Sports Car,4584
Extended,Unemployed,0,Single,78,0,2,Offer1,Four-Door Car,14455
Basic,Employed,58781,Divorced,106,0,2,Offer1,SUV,12421
Basic,Employed,80536,Married,119,0,3,Offer1,Sports Car,9618
Basic,Disabled,12470,Married,103,1,2,Offer1,SUV,11435
Basic,Unemployed,0,Married,95.02693715,0,1,Offer3,SUV,3992
Extended,Employed,25411,Married,86,0,8,Offer2,Four-Door Car,6965
Premium,Employed,86811,Married,102,0,5,Offer2,Four-Door Car,8157
Basic,Employed,44084,Married,72,0,1,Offer3,Four-Door Car,2874
Basic,Employed,63513,Married,70,0,2,Offer1,Four-Door Car,8471
Extended,Employed,93272,Married,95,0,1,Offer2,Four-Door Car,3861
Basic,Employed,45128,Married,73,0,1,Offer3,Four-Door Car,2903
Extended,Employed,59253,Divorced,89,0,3,Offer2,Four-Door Car,7166
Premium,Medical Leave,19066,Married,103,0,2,Offer1,Two-Door Car,32144
Basic,Unemployed,0,Single,118,0,2,Offer1,SUV,20957
Basic,Employed,46587,Married,119,0,2,Offer2,SUV,41787
Basic,Employed,29460,Married,72,0,5,Offer2,Four-Door Car,5754
Extended,Employed,44213,Married,84,0,9,Offer2,Four-Door Car,6696
Extended,Employed,72330,Married,81,2,1,Offer2,Four-Door Car,3242
Basic,Unemployed,0,Married,109,2,1,Offer3,SUV,3722
Extended,Employed,22436,Married,89,0,3,Offer2,Four-Door Car,6988
Premium,Medical Leave,29439,Divorced,146,0,2,Offer1,SUV,16355
Basic,Employed,20495,Married,61,0,2,Offer2,Four-Door Car,12128
Basic,Medical Leave,23940,Married,93.33150291,0,7,Offer1,SUV,8237
Extended,Employed,73782,Married,76,0,1,Offer2,Two-Door Car,2974
Premium,Employed,34665,Married,104,1,2,Offer1,Four-Door Car,12280
Extended,Employed,36225,Married,123,0,8,Offer1,SUV,9767
Extended,Employed,40513,Married,96,1,1,Offer1,Four-Door Car,3801
Extended,Employed,44552,Married,137,0,3,Offer1,SUV,10990
Basic,Unemployed,0,Married,107,0,5,Offer1,SUV,8012
Basic,Unemployed,0,Single,70,0,1,Offer1,Four-Door Car,2393
Basic,Medical Leave,14390,Married,161.7979766,0,1,Offer1,Luxury SUV,7180
Basic,Unemployed,0,Married,101,0,3,Offer1,Sports Car,7735
Basic,Employed,61809,Married,72,0,1,Offer3,Two-Door Car,2893
Basic,Employed,49008,Married,61,1,1,Offer1,Four-Door Car,2424
Premium,Unemployed,0,Single,110,1,2,Offer1,Four-Door Car,10865
Basic,Unemployed,0,Married,107,0,4,Offer1,Sports Car,8131
Basic,Unemployed,0,Single,66,1,1,Offer2,Four-Door Car,2224
Basic,Employed,90443,Single,65,0,1,Offer2,Two-Door Car,2638
Basic,Employed,79153,Divorced,109,0,4,Offer1,SUV,8507
Extended,Employed,71038,Married,86,0,3,Offer4,Four-Door Car,6847
Basic,Employed,21150,Married,116,0,4,Offer4,SUV,9144
Extended,Employed,44536,Single,137,1,1,Offer1,SUV,5255
Basic,Employed,93403,Divorced,73,0,1,Offer2,Four-Door Car,2912
Premium,Employed,33060,Married,117,0,3,Offer1,Four-Door Car,9357
Basic,Unemployed,0,Married,104,1,1,Offer2,SUV,3740
Basic,Unemployed,0,Single,72,0,2,Offer2,Four-Door Car,7487
Premium,Employed,82758,Married,101,0,1,Offer2,Two-Door Car,4050
Premium,Employed,71416,Married,128,0,8,Offer2,Four-Door Car,9263
Extended,Employed,61148,Married,132,0,2,Offer2,Sports Car,15956
Basic,Unemployed,0,Single,64,0,1,Offer2,Four-Door Car,2224
Basic,Employed,44368,Married,80.07226486,0,3,Offer2,Two-Door Car,6366
Basic,Medical Leave,23480,Single,117,0,1,Offer3,SUV,4384
Basic,Employed,21808,Married,61,0,4,Offer2,Four-Door Car,4745
Basic,Employed,59847,Married,64,0,2,Offer1,Two-Door Car,7582
Premium,Medical Leave,18052,Married,111,0,1,Offer1,Four-Door Car,4167
Extended,Unemployed,0,Single,78,0,2,Offer1,Four-Door Car,22448
Premium,Employed,32356,Married,117,2,2,Offer1,Two-Door Car,13452
Basic,Employed,38166,Married,67,1,1,Offer4,Four-Door Car,2602
Basic,Employed,52389,Married,72,1,9,Offer1,Four-Door Car,5659
Premium,Employed,85019,Married,167,0,1,Offer2,Sports Car,6673
Extended,Unemployed,0,Married,87,0,8,Offer4,Two-Door Car,6414
Basic,Employed,97361,Single,73,0,2,Offer1,Four-Door Car,8622
Basic,Employed,70737,Married,114,0,4,Offer4,SUV,9123
Basic,Employed,32312,Married,68,0,2,Offer2,Four-Door Car,7475
Extended,Employed,61108,Divorced,88,0,2,Offer1,Four-Door Car,10484
Premium,Employed,55385,Single,118,0,1,Offer2,Two-Door Car,4722
Basic,Employed,72258,Married,105,0,4,Offer1,SUV,8414
Basic,Employed,64388,Married,69,0,1,Offer1,Two-Door Car,2759
Basic,Employed,42124,Married,101,0,6,Offer4,SUV,8062
Premium,Employed,73795,Married,114,1,6,Offer1,Four-Door Car,9156
Basic,Employed,77835,Divorced,74,1,4,Offer3,Four-Door Car,5897
Basic,Unemployed,0,Single,66.70422785,0,3,Offer1,Two-Door Car,4499
Extended,Employed,59438,Single,124,0,1,Offer3,SUV,4815
Basic,Employed,74837,Married,66,0,6,Offer2,Two-Door Car,5325
Basic,Employed,72731,Married,65,0,1,Offer2,Four-Door Car,2582
Premium,Unemployed,0,Married,117,0,2,Offer2,Four-Door Car,12877
Basic,Unemployed,0,Single,72,0,8,Offer2,Two-Door Car,5142
Basic,Employed,47725,Married,63,0,2,Offer2,Two-Door Car,15119
Basic,Unemployed,0,Single,108,0,4,Offer2,Sports Car,7350
Basic,Employed,32272,Married,110,0,1,Offer2,SUV,4384
Extended,Employed,72667,Married,81.9285682,2,3,Offer3,Four-Door Car,6414
Basic,Unemployed,0,Single,67,1,9,Offer1,Four-Door Car,4764
Extended,Employed,35482,Married,82,0,2,Offer3,Four-Door Car,10208
Extended,Employed,24191,Married,80,0,1,Offer4,Four-Door Car,3215
Basic,Unemployed,0,Divorced,70,0,2,Offer2,Four-Door Car,16468
Extended,Employed,67696,Single,97,0,2,Offer4,Four-Door Car,10896
Premium,Employed,31506,Married,102,0,8,Offer1,Four-Door Car,8083
Basic,Unemployed,0,Married,183,2,1,Offer4,Luxury Car,6612
Basic,Employed,41440,Married,62,1,2,Offer3,Four-Door Car,14808
Basic,Employed,57099,Single,67,0,1,Offer3,Two-Door Car,2613
Basic,Unemployed,0,Married,67,0,5,Offer1,Four-Door Car,4770
Premium,Employed,23818,Married,103,0,1,Offer2,Sports Car,4069
Basic,Unemployed,0,Single,70,0,1,Offer1,Four-Door Car,2393
Premium,Disabled,11885,Divorced,101,0,2,Offer1,Four-Door Car,11315
Basic,Employed,65795,Single,62,0,3,Offer3,Two-Door Car,4762
Extended,Unemployed,0,Married,244,0,1,Offer1,Luxury SUV,8573
Premium,Employed,34335,Married,101,0,3,Offer1,Two-Door Car,8023
Basic,Unemployed,0,Single,106,0,6,Offer1,SUV,7516
Basic,Employed,24948,Married,65,0,4,Offer2,Four-Door Car,5193
Basic,Employed,66152,Married,113,1,1,Offer2,Sports Car,4416
Basic,Employed,55274,Married,71,0,1,Offer2,Two-Door Car,2851
Extended,Unemployed,0,Single,247,3,5,Offer2,Luxury Car,16320
Basic,Employed,41043,Married,72,0,3,Offer2,Four-Door Car,5643
Basic,Employed,50414,Married,69,0,1,Offer1,Four-Door Car,2757
Basic,Unemployed,0,Single,65,0,1,Offer1,Four-Door Car,2360
Extended,Medical Leave,23843,Divorced,83,0,5,Offer3,Two-Door Car,6134
Basic,Unemployed,0,Single,107.5924734,1,7,Offer1,SUV,7643
Basic,Employed,52735,Single,69.86012287,0,2,Offer2,Four-Door Car,12989
Extended,Employed,71587,Married,99,0,2,Offer1,Two-Door Car,11955
Basic,Unemployed,0,Single,100,2,2,Offer2,SUV,9655
Premium,Employed,93621,Married,103,0,1,Offer3,Two-Door Car,4068
Premium,Unemployed,0,Single,158,0,1,Offer3,SUV,5611
Extended,Employed,26488,Single,244,0,3,Offer1,Luxury SUV,18939
Extended,Medical Leave,20993,Married,137,4,1,Offer3,SUV,4778
Basic,Unemployed,0,Single,62,0,3,Offer3,Four-Door Car,4221
Extended,Retired,11828,Divorced,90,0,2,Offer1,Four-Door Car,10083
Basic,Employed,97431,Married,85.48086743,0,3,Offer3,Four-Door Car,5969
Basic,Disabled,12677,Married,101,0,9,Offer1,SUV,7679
Basic,Employed,46819,Divorced,62,0,5,Offer1,Four-Door Car,4889
Basic,Employed,76590,Divorced,65,0,2,Offer1,Four-Door Car,7887
Extended,Unemployed,0,Married,135,0,8,Offer1,Sports Car,10169
Basic,Employed,92401,Divorced,64,0,1,Offer4,Four-Door Car,2537
Basic,Employed,81491,Divorced,72,0,3,Offer3,Four-Door Car,5757
Extended,Unemployed,0,Single,80.27737952,0,3,Offer1,Four-Door Car,5849
Basic,Medical Leave,17150,Married,82.26327614,0,2,Offer1,Two-Door Car,15032
Basic,Unemployed,0,Single,103,0,9,Offer1,SUV,6729
Basic,Unemployed,0,Single,68,0,9,Offer1,Four-Door Car,4766
Basic,Unemployed,0,Single,65,0,1,Offer1,Four-Door Car,2178
Basic,Employed,63032,Married,61,0,1,Offer2,Four-Door Car,2405
Premium,Employed,30383,Divorced,92.24194465,0,1,Offer4,Two-Door Car,4655
Extended,Employed,45587,Divorced,81,0,1,Offer3,Four-Door Car,2860
Basic,Unemployed,0,Married,109,0,7,Offer1,SUV,8160
Basic,Employed,25632,Married,63,0,7,Offer2,Two-Door Car,4929
Basic,Employed,63422,Married,66,0,1,Offer2,Two-Door Car,2636
Basic,Employed,62977,Single,115,0,1,Offer3,SUV,4482
Basic,Employed,71868,Single,65,0,1,Offer4,Four-Door Car,2545
Basic,Retired,25905,Divorced,63,0,1,Offer1,Four-Door Car,2300
Premium,Medical Leave,27510,Married,159,3,1,Offer1,SUV,5776
Basic,Disabled,12940,Divorced,68,0,3,Offer1,Two-Door Car,5130
Basic,Employed,70140,Married,199,0,7,Offer2,Luxury Car,16068
Premium,Employed,61367,Married,108,0,7,Offer4,Four-Door Car,8319
Extended,Employed,34919,Single,82,1,2,Offer1,Four-Door Car,9547
Premium,Employed,48259,Single,108,0,3,Offer1,Two-Door Car,8346
Premium,Unemployed,0,Single,110,0,6,Offer1,Four-Door Car,7573
Basic,Medical Leave,13129,Married,117,0,6,Offer1,SUV,8635
Basic,Employed,29445,Married,68,0,7,Offer4,Two-Door Car,5363
Basic,Employed,38210,Married,69,0,3,Offer2,Four-Door Car,5479
Basic,Employed,26849,Married,62,0,2,Offer4,Four-Door Car,7295
Extended,Employed,66022,Married,239,0,1,Offer4,Luxury Car,9685
Basic,Employed,39783,Single,72,0,1,Offer1,Two-Door Car,2794
Extended,Employed,70328,Divorced,68.05279022,0,8,Offer2,Four-Door Car,6689
Basic,Employed,25285,Married,114,0,2,Offer1,SUV,35900
Basic,Employed,25632,Married,63,0,7,Offer2,Two-Door Car,4929
Basic,Unemployed,0,Married,73,0,7,Offer2,Two-Door Car,5325
Basic,Employed,36650,Married,69,1,1,Offer2,Four-Door Car,2725
Extended,Unemployed,0,Single,82,0,2,Offer2,Four-Door Car,8509
Extended,Medical Leave,13037,Married,124,0,1,Offer2,SUV,4726
Basic,Unemployed,0,Single,62,0,6,Offer1,Four-Door Car,4463
Extended,Unemployed,0,Married,76,0,3,Offer2,Four-Door Car,5678
Extended,Unemployed,0,Single,135,0,8,Offer1,SUV,9354
Basic,Unemployed,0,Married,62,0,1,Offer1,Two-Door Car,2219
Basic,Unemployed,0,Single,73,0,1,Offer2,Two-Door Car,2561
Basic,Employed,59556,Married,112,0,1,Offer2,SUV,4479
Basic,Employed,20368,Married,71,1,1,Offer2,Two-Door Car,2829
Premium,Employed,95340,Married,296,0,1,Offer2,Luxury Car,15739
Basic,Employed,55483,Single,70,0,3,Offer4,Four-Door Car,5447
Basic,Medical Leave,18505,Married,66,4,3,Offer1,Four-Door Car,4479
Basic,Employed,72874,Married,70,0,6,Offer3,Four-Door Car,5630
Basic,Employed,83838,Married,65,0,1,Offer3,Two-Door Car,2628
Premium,Employed,71731,Married,127,0,2,Offer1,SUV,14947
Basic,Employed,72462,Married,68,0,2,Offer2,Two-Door Car,10932
Extended,Employed,93854,Married,88.87859503,0,9,Offer4,Two-Door Car,7081
Extended,Employed,31650,Married,121,0,2,Offer1,SUV,14228
Basic,Unemployed,0,Single,64,0,4,Offer3,Four-Door Car,4467
Basic,Employed,44428,Single,104,0,2,Offer1,SUV,12036
Extended,Employed,44213,Single,85,0,3,Offer1,Four-Door Car,6753
Basic,Employed,40864,Married,109,1,1,Offer1,SUV,4282
Basic,Employed,28082,Married,64,0,1,Offer2,Four-Door Car,2499
Extended,Unemployed,0,Single,88,0,1,Offer3,Four-Door Car,3399
Basic,Employed,99583,Divorced,64,0,2,Offer3,Four-Door Car,12743
Basic,Employed,89771,Married,67,2,1,Offer2,Two-Door Car,2688
Basic,Employed,32169,Married,66,0,2,Offer1,Four-Door Car,7835
Premium,Employed,77104,Married,114,0,5,Offer2,Four-Door Car,9011
Extended,Employed,50200,Married,120.637281,0,1,Offer1,SUV,5313
Basic,Disabled,15131,Single,73,2,4,Offer1,Four-Door Car,4957
Basic,Unemployed,0,Single,73,0,1,Offer1,Two-Door Car,2467
Basic,Unemployed,0,Married,64,0,9,Offer1,Four-Door Car,4678
Basic,Employed,46379,Single,74.87620166,0,2,Offer3,Four-Door Car,8618
Extended,Retired,10475,Married,88,1,2,Offer1,Two-Door Car,9787
Extended,Unemployed,0,Single,94,0,9,Offer3,Four-Door Car,6227
Basic,Employed,95621,Single,104.6648058,0,2,Offer3,SUV,21423
Extended,Unemployed,0,Married,82.5392991,0,2,Offer2,Four-Door Car,8495
Basic,Disabled,22590,Single,67,0,1,Offer1,Two-Door Car,2424
Premium,Employed,85956,Married,145,0,1,Offer1,SUV,5846
Extended,Unemployed,0,Married,92,4,1,Offer3,Two-Door Car,2739
Extended,Employed,70263,Married,93,0,3,Offer4,Four-Door Car,7462
Basic,Employed,63209,Married,102,2,2,Offer1,SUV,20314
Basic,Employed,24702,Married,68,0,8,Offer2,Four-Door Car,5379
Basic,Employed,64125,Married,108,0,3,Offer2,SUV,8646
Extended,Employed,40372,Married,86,0,4,Offer1,Two-Door Car,6756
Basic,Unemployed,0,Single,69,0,9,Offer1,Four-Door Car,4807
Extended,Employed,31278,Divorced,88,0,1,Offer3,Two-Door Car,3436
Extended,Employed,23797,Married,81,0,3,Offer2,Four-Door Car,6371
Basic,Medical Leave,16171,Married,74,0,4,Offer1,Four-Door Car,5652
Basic,Employed,24967,Married,69,0,1,Offer3,Two-Door Car,2730
Basic,Medical Leave,23554,Married,61,0,6,Offer1,Two-Door Car,4808
Basic,Employed,79681,Single,73,1,1,Offer2,Four-Door Car,2872
Premium,Employed,62935,Married,141,0,7,Offer2,Sports Car,11314
Extended,Employed,35322,Married,244,0,5,Offer1,Luxury Car,19185
Basic,Employed,80550,Married,68,3,7,Offer1,Four-Door Car,5392
Extended,Unemployed,0,Single,84,0,2,Offer1,Four-Door Car,17712
Extended,Unemployed,0,Single,88.98262143,0,2,Offer3,Two-Door Car,9700
Extended,Employed,51833,Divorced,99,0,1,Offer3,Four-Door Car,3903
Basic,Employed,33566,Married,63,1,4,Offer1,Four-Door Car,5004
Basic,Employed,60920,Single,64,0,2,Offer2,Two-Door Car,7507
Extended,Unemployed,0,Single,138,0,9,Offer2,SUV,10296
Basic,Employed,35625,Married,65,1,3,Offer2,Four-Door Car,5107
Basic,Employed,45106,Married,104,1,2,Offer1,SUV,16553
Extended,Unemployed,0,Single,134,0,4,Offer2,SUV,9624
Extended,Employed,31686,Married,81,0,1,Offer1,Four-Door Car,3274
Extended,Unemployed,0,Single,97,0,1,Offer1,Four-Door Car,3307
Extended,Unemployed,0,Single,93,0,8,Offer2,Four-Door Car,6722
Extended,Unemployed,0,Single,125,0,3,Offer1,SUV,8672
Basic,Employed,91393,Married,67,0,6,Offer1,Two-Door Car,5444
Basic,Employed,39507,Married,70,0,5,Offer1,Two-Door Car,5607
Extended,Employed,69161,Married,129,0,2,Offer1,Sports Car,15487
Basic,Employed,57933,Married,105,0,1,Offer1,SUV,4209
Extended,Employed,95025,Divorced,81,0,8,Offer2,Four-Door Car,6488
Extended,Employed,61139,Married,76,0,4,Offer2,Four-Door Car,6126
Basic,Medical Leave,17101,Single,110.322669,0,2,Offer1,SUV,12298
Extended,Employed,55099,Divorced,122,0,3,Offer2,Sports Car,9837
Basic,Employed,65876,Married,63,1,1,Offer2,Two-Door Car,2468
Basic,Retired,23665,Married,67,0,2,Offer1,Four-Door Car,22658
Basic,Employed,25632,Married,63,0,7,Offer2,Two-Door Car,4929
Extended,Employed,93836,Married,139,0,2,Offer3,Sports Car,16922
Basic,Unemployed,0,Married,69,0,1,Offer1,Four-Door Car,2563
Basic,Employed,35795,Married,65,0,1,Offer1,Four-Door Car,2581
Extended,Unemployed,0,Divorced,139,0,2,Offer1,Sports Car,14635
Basic,Medical Leave,23220,Married,74,0,1,Offer1,Four-Door Car,2803
Extended,Employed,80138,Married,83,0,1,Offer4,Four-Door Car,3363
Basic,Employed,34946,Married,65,0,1,Offer2,Two-Door Car,2578
Basic,Unemployed,0,Single,62,0,1,Offer4,Two-Door Car,2121
Premium,Unemployed,0,Divorced,108,0,1,Offer3,Two-Door Car,3694
Extended,Medical Leave,16113,Married,81,0,2,Offer2,Four-Door Car,20885
Basic,Unemployed,0,Single,66,0,1,Offer3,Two-Door Car,2321
Basic,Unemployed,0,Married,62,0,1,Offer4,Four-Door Car,2263
Basic,Medical Leave,29926,Married,71,0,1,Offer2,Four-Door Car,2724
Basic,Medical Leave,19715,Married,66,4,5,Offer1,Four-Door Car,4882
Basic,Employed,35230,Married,61,1,2,Offer1,Four-Door Car,9638
Basic,Employed,51523,Married,62,0,3,Offer4,Four-Door Car,5007
Basic,Unemployed,0,Single,63,0,1,Offer2,Two-Door Car,2195
Basic,Employed,97095,Married,70,0,5,Offer4,Four-Door Car,5625
Extended,Disabled,27604,Married,92,1,9,Offer2,Two-Door Car,6969
Basic,Employed,62810,Married,187,1,1,Offer3,Luxury Car,7408
Basic,Unemployed,0,Single,68,0,2,Offer2,Four-Door Car,7343
Basic,Unemployed,0,Married,117,2,9,Offer1,SUV,8496
Basic,Employed,84302,Married,63,0,2,Offer1,Four-Door Car,7434
Basic,Employed,61108,Married,72,0,6,Offer2,Four-Door Car,5821
Basic,Employed,62477,Divorced,183,0,2,Offer2,Luxury SUV,21590
Basic,Employed,24814,Married,103,0,3,Offer2,SUV,8203
Extended,Employed,31974,Married,92,0,1,Offer2,Four-Door Car,3723
Basic,Employed,79487,Divorced,114,0,1,Offer2,SUV,4626
Basic,Medical Leave,12459,Married,70,0,1,Offer2,Four-Door Car,2554
Premium,Retired,20993,Divorced,133,0,1,Offer2,SUV,4772
Basic,Medical Leave,19651,Married,74,0,8,Offer1,Four-Door Car,5918
Premium,Employed,25221,Married,103,5,1,Offer2,Four-Door Car,3818
Basic,Employed,77857,Married,65,0,3,Offer3,Four-Door Car,5133
Premium,Employed,96745,Married,179,5,3,Offer2,SUV,13815
Basic,Employed,25151,Married,69,0,1,Offer2,Four-Door Car,2754
Basic,Employed,53105,Married,110,0,2,Offer3,SUV,25900
Premium,Medical Leave,17161,Married,113,1,1,Offer1,Four-Door Car,4165
Basic,Employed,72960,Single,68,1,5,Offer1,Four-Door Car,5334
Basic,Employed,50165,Divorced,62,0,2,Offer1,Two-Door Car,7340
Basic,Employed,33651,Married,66,0,2,Offer2,Four-Door Car,24826
Basic,Employed,92324,Married,119,2,1,Offer1,Sports Car,4758
Basic,Employed,89129,Single,64,0,1,Offer2,Four-Door Car,2529
Basic,Unemployed,0,Married,64,0,1,Offer2,Four-Door Car,2415
Extended,Employed,58414,Single,210,2,1,Offer2,Luxury SUV,7840
Basic,Employed,69024,Married,61,5,1,Offer2,Four-Door Car,2287
Basic,Medical Leave,27677,Married,72,1,3,Offer2,Four-Door Car,5427
Extended,Medical Leave,25407,Divorced,98,0,1,Offer1,Four-Door Car,3636
Extended,Employed,36812,Married,92,1,4,Offer1,Two-Door Car,7356
Premium,Employed,49564,Divorced,105,0,5,Offer3,Four-Door Car,8355
Extended,Unemployed,0,Divorced,89,1,3,Offer2,Four-Door Car,6039
Basic,Employed,70412,Married,61,0,3,Offer3,Two-Door Car,4930
Extended,Unemployed,0,Single,129,0,1,Offer1,SUV,4502
Extended,Employed,61886,Divorced,87,0,2,Offer2,Two-Door Car,27666
Basic,Unemployed,0,Single,111,3,4,Offer2,SUV,7892
Basic,Disabled,18375,Married,103,0,1,Offer1,Sports Car,3954
Basic,Employed,88997,Divorced,72,0,3,Offer2,Four-Door Car,5757
Basic,Employed,50801,Divorced,70.76592232,0,2,Offer1,Two-Door Car,8417
Basic,Unemployed,0,Married,73,0,5,Offer3,Four-Door Car,5515
Basic,Employed,36723,Married,106,1,1,Offer2,SUV,4171
Extended,Employed,53437,Married,225,0,7,Offer4,Luxury Car,10758
Extended,Employed,91182,Married,96,0,1,Offer2,Four-Door Car,3890
Extended,Unemployed,0,Single,92,0,1,Offer4,Four-Door Car,3167
Basic,Retired,21514,Married,62,0,2,Offer1,Two-Door Car,11981
Basic,Unemployed,0,Married,63,0,2,Offer1,Four-Door Car,6992
Basic,Retired,21073,Divorced,106,0,3,Offer1,SUV,7805
Extended,Employed,33554,Married,131,0,1,Offer1,SUV,5237
Basic,Employed,22726,Married,65,0,3,Offer2,Four-Door Car,5087
Basic,Employed,43358,Married,61,0,6,Offer4,Two-Door Car,4878
Basic,Employed,39910,Single,112,0,5,Offer1,SUV,8935
Premium,Employed,89096,Married,109,0,3,Offer2,SUV,8676
Basic,Employed,35159,Married,68,0,1,Offer1,Two-Door Car,2744
Basic,Employed,92038,Married,63,0,1,Offer2,Four-Door Car,2537
Basic,Employed,69545,Married,65,0,8,Offer1,Four-Door Car,5229
